"graph","group","pdb","chain","ligand"
103,2,"AT1G20620.6_ranked_1","A","B"
104,3,"AT1G20620.6_ranked_1","A","B"
105,9,"AT1G20620.6_ranked_1","A","B"
106,3,"AT1G20620.6_ranked_1","A","B"
107,10,"AT1G20620.6_ranked_1","A","B"
108,6,"AT1G20620.6_ranked_2","A","B"
109,3,"AT1G20620.6_ranked_2","A","B"
110,3,"AT1G20620.6_ranked_2","A","B"
111,6,"AT1G20620.6_ranked_2","A","B"
112,6,"AT1G20620.6_ranked_2","A","B"
113,3,"AT1G20620.6_ranked_2","A","B"
114,1,"AT1G20620.6_ranked_2","A","B"
115,3,"AT1G20630.1_ranked_0","A","B"
116,14,"AT1G20630.1_ranked_0","A","B"
117,6,"AT1G20630.1_ranked_0","A","B"
118,6,"AT1G20630.1_ranked_1","A","B"
119,1,"AT1G20630.1_ranked_1","A","B"
120,12,"AT1G20630.1_ranked_1","A","B"
121,7,"AT1G20960.1_ranked_0","A","B"
122,15,"AT1G20960.1_ranked_0","A","B"
123,11,"AT1G20960.1_ranked_0","A","B"
124,6,"AT1G20960.1_ranked_1","A","B"
125,6,"AT1G20960.1_ranked_1","A","B"
126,6,"AT1G20960.1_ranked_1","A","B"
127,14,"AT1G20960.1_ranked_1","A","B"
128,6,"AT1G20960.1_ranked_1","A","B"
129,6,"AT1G20960.1_ranked_1","A","B"
130,3,"AT1G20960.1_ranked_1","A","B"
131,9,"AT1G20960.1_ranked_1","A","B"
132,17,"AT1G20960.1_ranked_1","A","B"
133,9,"AT1G20960.1_ranked_2","A","B"
134,6,"AT1G20960.1_ranked_2","A","B"
135,1,"AT1G20960.1_ranked_2","A","B"
136,6,"AT1G20960.1_ranked_2","A","B"
137,3,"AT1G20960.1_ranked_2","A","B"
138,6,"AT1G20960.1_ranked_2","A","B"
139,6,"AT1G20960.1_ranked_2","A","B"
140,12,"AT1G20960.1_ranked_2","A","B"
141,9,"AT1G20960.1_ranked_2","A","B"
142,12,"AT1G20960.1_ranked_2","A","B"
143,3,"AT1G26880.1_ranked_0","A","B"
144,11,"AT1G26880.1_ranked_0","A","B"
145,3,"AT1G26880.1_ranked_0","A","B"
146,6,"AT1G26880.1_ranked_0","A","B"
147,1,"AT1G26880.1_ranked_0","A","B"
148,3,"AT1G26880.1_ranked_0","A","B"
149,1,"AT1G26880.1_ranked_0","A","B"
150,1,"AT1G26880.1_ranked_0","A","B"
151,1,"AT1G26880.1_ranked_0","A","B"
152,6,"AT1G26880.1_ranked_0","A","B"
153,2,"AT1G26880.1_ranked_0","A","B"
154,3,"AT1G26880.1_ranked_0","A","B"
155,1,"AT1G26880.1_ranked_0","A","B"
156,17,"AT1G26880.1_ranked_0","A","B"
157,4,"AT1G26880.1_ranked_1","A","B"
158,15,"AT1G26880.1_ranked_1","A","B"
159,14,"AT1G26880.1_ranked_1","A","B"
160,3,"AT1G26880.1_ranked_1","A","B"
161,17,"AT1G26880.1_ranked_1","A","B"
162,1,"AT1G26880.1_ranked_1","A","B"
163,3,"AT1G26880.1_ranked_1","A","B"
164,3,"AT1G26880.1_ranked_1","A","B"
165,13,"AT1G26880.1_ranked_1","A","B"
166,13,"AT1G26880.1_ranked_1","A","B"
167,3,"AT1G26880.1_ranked_2","A","B"
168,13,"AT1G26880.1_ranked_2","A","B"
169,9,"AT1G26880.1_ranked_2","A","B"
170,1,"AT1G26880.1_ranked_2","A","B"
171,10,"AT1G26880.1_ranked_2","A","B"
172,14,"AT1G26880.1_ranked_2","A","B"
173,3,"AT1G26880.1_ranked_2","A","B"
174,3,"AT1G26880.1_ranked_2","A","B"
175,6,"AT1G26880.1_ranked_2","A","B"
176,9,"AT1G29900.1_ranked_0","A","B"
177,3,"AT1G29900.1_ranked_0","A","B"
178,1,"AT1G29900.1_ranked_0","A","B"
179,13,"AT1G29900.1_ranked_0","A","B"
180,2,"AT1G29900.1_ranked_0","A","B"
181,9,"AT1G29900.1_ranked_1","A","B"
182,2,"AT1G29900.1_ranked_1","A","B"
183,17,"AT1G29900.1_ranked_1","A","B"
184,12,"AT1G29900.1_ranked_2","A","B"
185,9,"AT1G29900.1_ranked_2","A","B"
186,1,"AT1G29900.1_ranked_2","A","B"
187,12,"AT1G29900.1_ranked_2","A","B"
188,16,"AT1G32230.1_ranked_0","A","B"
189,6,"AT1G32230.1_ranked_0","A","B"
190,6,"AT1G32230.1_ranked_0","A","B"
191,3,"AT1G32230.1_ranked_0","A","B"
192,6,"AT1G32230.1_ranked_0","A","B"
193,6,"AT1G32230.1_ranked_0","A","B"
194,11,"AT1G32230.1_ranked_0","A","B"
195,6,"AT1G32230.1_ranked_0","A","B"
196,11,"AT1G32230.1_ranked_0","A","B"
197,14,"AT1G32230.1_ranked_0","A","B"
198,17,"AT1G32230.1_ranked_0","A","B"
199,4,"AT1G32230.1_ranked_0","A","B"
200,6,"AT1G32230.1_ranked_0","A","B"
201,5,"AT1G32230.1_ranked_0","A","B"
202,6,"AT1G32230.1_ranked_0","A","B"
203,6,"AT1G32230.1_ranked_0","A","B"
204,8,"AT1G32230.1_ranked_0","A","B"
205,9,"AT1G32230.1_ranked_0","A","B"
206,6,"AT1G32230.1_ranked_0","A","B"
207,4,"AT1G32230.1_ranked_0","A","B"
208,17,"AT1G32230.1_ranked_0","A","B"
209,3,"AT1G32230.1_ranked_0","A","B"
210,9,"AT1G32230.1_ranked_0","A","B"
211,3,"AT1G32230.1_ranked_0","A","B"
212,10,"AT1G32230.1_ranked_0","A","B"
213,5,"AT1G32230.1_ranked_0","A","B"
214,13,"AT1G32230.1_ranked_1","A","B"
215,4,"AT1G32230.1_ranked_1","A","B"
216,15,"AT1G32230.1_ranked_1","A","B"
217,3,"AT1G32230.1_ranked_1","A","B"
218,16,"AT1G32230.1_ranked_1","A","B"
219,9,"AT1G32230.1_ranked_1","A","B"
220,13,"AT1G32230.1_ranked_1","A","B"
221,5,"AT1G32230.1_ranked_1","A","B"
222,3,"AT1G32230.1_ranked_1","A","B"
223,1,"AT1G32230.1_ranked_1","A","B"
224,6,"AT1G32230.1_ranked_1","A","B"
225,4,"AT1G32230.1_ranked_1","A","B"
226,9,"AT1G32230.1_ranked_1","A","B"
227,3,"AT1G32230.1_ranked_1","A","B"
228,9,"AT1G32230.1_ranked_1","A","B"
229,3,"AT1G32230.1_ranked_1","A","B"
230,3,"AT1G32230.1_ranked_1","A","B"
231,6,"AT1G32230.1_ranked_1","A","B"
232,6,"AT1G32230.1_ranked_1","A","B"
233,8,"AT1G32230.1_ranked_1","A","B"
234,6,"AT1G32230.1_ranked_2","A","B"
235,15,"AT1G32230.1_ranked_2","A","B"
236,10,"AT1G32230.1_ranked_2","A","B"
237,17,"AT1G32230.1_ranked_2","A","B"
238,6,"AT1G32230.1_ranked_2","A","B"
239,3,"AT1G32230.1_ranked_2","A","B"
240,1,"AT1G32230.1_ranked_2","A","B"
241,6,"AT1G32230.1_ranked_2","A","B"
242,2,"AT1G32230.1_ranked_2","A","B"
243,4,"AT1G32230.1_ranked_2","A","B"
244,6,"AT1G32230.1_ranked_2","A","B"
245,14,"AT1G32230.1_ranked_2","A","B"
246,8,"AT1G32230.1_ranked_2","A","B"
247,9,"AT1G32230.1_ranked_2","A","B"
248,6,"AT1G32230.1_ranked_2","A","B"
249,4,"AT1G32230.1_ranked_2","A","B"
250,12,"AT1G32230.1_ranked_2","A","B"
251,3,"AT1G32230.1_ranked_2","A","B"
252,9,"AT1G32230.1_ranked_2","A","B"
253,14,"AT1G32230.1_ranked_2","A","B"
254,5,"AT1G32230.1_ranked_2","A","B"
255,3,"AT1G32230.1_ranked_2","A","B"
256,3,"AT1G43190.1_ranked_0","A","B"
257,1,"AT1G43190.1_ranked_0","A","B"
258,10,"AT1G43190.1_ranked_0","A","B"
259,13,"AT1G43190.1_ranked_0","A","B"
260,3,"AT1G43190.1_ranked_0","A","B"
261,6,"AT1G43190.1_ranked_0","A","B"
262,1,"AT1G43190.1_ranked_0","A","B"
263,17,"AT1G43190.1_ranked_0","A","B"
264,15,"AT1G43190.1_ranked_0","A","B"
265,13,"AT1G43190.1_ranked_0","A","B"
266,16,"AT1G43190.1_ranked_1","A","B"
267,3,"AT1G43190.1_ranked_1","A","B"
268,6,"AT1G43190.1_ranked_1","A","B"
269,12,"AT1G56070.1_ranked_0","A","B"
270,6,"AT1G56070.1_ranked_0","A","B"
271,14,"AT1G56070.1_ranked_0","A","B"
272,13,"AT1G56070.1_ranked_0","A","B"
273,14,"AT1G56070.1_ranked_0","A","B"
274,1,"AT1G56070.1_ranked_0","A","B"
275,6,"AT1G56070.1_ranked_0","A","B"
276,1,"AT1G56070.1_ranked_0","A","B"
277,8,"AT1G56070.1_ranked_0","A","B"
278,3,"AT1G56070.1_ranked_0","A","B"
279,6,"AT1G56070.1_ranked_0","A","B"
280,6,"AT1G56070.1_ranked_1","A","B"
281,11,"AT1G56070.1_ranked_1","A","B"
282,6,"AT1G56070.1_ranked_1","A","B"
283,6,"AT1G56070.1_ranked_1","A","B"
284,6,"AT1G56070.1_ranked_1","A","B"
285,9,"AT1G56070.1_ranked_1","A","B"
286,3,"AT1G56070.1_ranked_1","A","B"
287,6,"AT1G56070.1_ranked_1","A","B"
288,3,"AT1G56070.1_ranked_1","A","B"
289,8,"AT1G56070.1_ranked_1","A","B"
290,1,"AT1G56070.1_ranked_1","A","B"
291,15,"AT1G56070.1_ranked_1","A","B"
292,17,"AT1G56070.1_ranked_1","A","B"
293,3,"AT1G56070.1_ranked_1","A","B"
294,1,"AT1G56070.1_ranked_1","A","B"
295,1,"AT1G56070.1_ranked_1","A","B"
296,7,"AT1G56070.1_ranked_1","A","B"
297,5,"AT1G56070.1_ranked_1","A","B"
298,3,"AT1G56070.1_ranked_1","A","B"
299,6,"AT1G56070.1_ranked_2","A","B"
300,3,"AT1G56070.1_ranked_2","A","B"
301,4,"AT1G56070.1_ranked_2","A","B"
302,3,"AT1G56070.1_ranked_2","A","B"
303,15,"AT1G56070.1_ranked_2","A","B"
304,6,"AT1G56070.1_ranked_2","A","B"
305,1,"AT1G56070.1_ranked_2","A","B"
306,3,"AT1G56070.1_ranked_2","A","B"
307,3,"AT1G56070.1_ranked_2","A","B"
308,1,"AT1G56070.1_ranked_2","A","B"
309,6,"AT1G56070.1_ranked_2","A","B"
310,14,"AT1G56070.1_ranked_2","A","B"
311,8,"AT1G56070.1_ranked_2","A","B"
312,6,"AT1G56070.1_ranked_2","A","B"
313,6,"AT1G56070.1_ranked_2","A","B"
314,6,"AT1G56070.1_ranked_2","A","B"
315,3,"AT1G56410.1_ranked_0","A","B"
316,2,"AT1G56410.1_ranked_0","A","B"
317,9,"AT1G56410.1_ranked_0","A","B"
318,8,"AT1G56410.1_ranked_0","A","B"
319,3,"AT1G56410.1_ranked_0","A","B"
320,10,"AT1G56410.1_ranked_0","A","B"
321,5,"AT1G56410.1_ranked_0","A","B"
322,6,"AT1G56410.1_ranked_0","A","B"
323,8,"AT1G56410.1_ranked_0","A","B"
324,6,"AT1G56410.1_ranked_0","A","B"
325,3,"AT1G56410.1_ranked_0","A","B"
326,3,"AT1G56410.1_ranked_0","A","B"
327,6,"AT1G56410.1_ranked_0","A","B"
328,6,"AT1G56410.1_ranked_0","A","B"
329,11,"AT1G56410.1_ranked_0","A","B"
330,3,"AT1G56410.1_ranked_0","A","B"
331,9,"AT1G56410.1_ranked_0","A","B"
332,17,"AT1G56410.1_ranked_1","A","B"
333,6,"AT1G56410.1_ranked_1","A","B"
334,8,"AT1G56410.1_ranked_1","A","B"
335,6,"AT1G56410.1_ranked_1","A","B"
336,6,"AT1G56410.1_ranked_1","A","B"
337,17,"AT1G56410.1_ranked_1","A","B"
338,8,"AT1G56410.1_ranked_2","A","B"
339,6,"AT1G56410.1_ranked_2","A","B"
340,3,"AT1G56410.1_ranked_2","A","B"
341,3,"AT1G56410.1_ranked_2","A","B"
342,3,"AT1G56410.1_ranked_2","A","B"
343,6,"AT1G56410.1_ranked_2","A","B"
344,6,"AT1G56410.1_ranked_2","A","B"
345,3,"AT1G56410.1_ranked_2","A","B"
346,5,"AT1G56410.1_ranked_2","A","B"
347,3,"AT1G56410.1_ranked_2","A","B"
348,9,"AT1G56410.1_ranked_2","A","B"
349,2,"AT1G56410.1_ranked_2","A","B"
350,15,"AT1G56410.1_ranked_2","A","B"
351,3,"AT1G58380.1_ranked_0","A","B"
352,6,"AT1G58380.1_ranked_0","A","B"
353,2,"AT1G58380.1_ranked_0","A","B"
354,1,"AT1G58380.1_ranked_0","A","B"
355,3,"AT1G58380.1_ranked_0","A","B"
356,3,"AT1G58380.1_ranked_0","A","B"
357,8,"AT1G58380.1_ranked_0","A","B"
358,6,"AT1G58380.1_ranked_0","A","B"
359,3,"AT1G58380.1_ranked_0","A","B"
360,13,"AT1G58380.1_ranked_1","A","B"
361,11,"AT1G58380.1_ranked_1","A","B"
362,1,"AT1G58380.1_ranked_1","A","B"
363,1,"AT1G58380.1_ranked_1","A","B"
364,4,"AT1G58380.1_ranked_1","A","B"
365,6,"AT1G58380.1_ranked_1","A","B"
366,13,"AT1G58380.1_ranked_2","A","B"
367,11,"AT1G58380.1_ranked_2","A","B"
368,1,"AT1G58380.1_ranked_2","A","B"
369,1,"AT1G58380.1_ranked_2","A","B"
370,6,"AT1G58380.1_ranked_2","A","B"
371,13,"AT1G58380.1_ranked_2","A","B"
372,13,"AT1G69830.1_ranked_0","A","B"
373,13,"AT1G69830.1_ranked_0","A","B"
374,3,"AT1G69830.1_ranked_1","A","B"
375,13,"AT1G69830.1_ranked_1","A","B"
376,3,"AT1G69830.1_ranked_1","A","B"
377,13,"AT1G69830.1_ranked_1","A","B"
378,13,"AT1G69830.1_ranked_1","A","B"
379,15,"AT1G69830.1_ranked_2","A","B"
380,14,"AT1G69830.1_ranked_2","A","B"
381,6,"AT1G69830.1_ranked_2","A","B"
382,13,"AT1G69830.1_ranked_2","A","B"
383,3,"AT1G69830.1_ranked_2","A","B"
384,3,"AT1G69830.1_ranked_2","A","B"
385,13,"AT1G69830.1_ranked_2","A","B"
386,2,"AT1G69830.1_ranked_2","A","B"
387,5,"AT1G74910.1_ranked_0","A","B"
388,14,"AT1G74910.1_ranked_0","A","B"
389,14,"AT1G74910.1_ranked_0","A","B"
390,6,"AT1G74910.1_ranked_1","A","B"
391,3,"AT1G74910.1_ranked_1","A","B"
392,1,"AT1G74910.1_ranked_1","A","B"
393,17,"AT1G74910.1_ranked_1","A","B"
394,6,"AT1G74910.1_ranked_1","A","B"
395,5,"AT1G74910.1_ranked_1","A","B"
396,9,"AT1G74910.1_ranked_1","A","B"
397,1,"AT1G74910.1_ranked_1","A","B"
398,8,"AT1G74910.1_ranked_1","A","B"
399,3,"AT1G74910.1_ranked_2","A","B"
400,6,"AT1G74910.1_ranked_2","A","B"
401,6,"AT1G74910.1_ranked_2","A","B"
402,14,"AT1G74910.1_ranked_2","A","B"
403,14,"AT1G74910.1_ranked_2","A","B"
404,11,"AT1G74910.1_ranked_2","A","B"
405,3,"AT1G74910.1_ranked_2","A","B"
406,15,"AT1G78900.1_ranked_0","A","B"
407,3,"AT1G78900.1_ranked_0","A","B"
408,15,"AT1G78900.1_ranked_0","A","B"
409,2,"AT1G78900.1_ranked_0","A","B"
410,4,"AT1G78900.1_ranked_0","A","B"
411,1,"AT1G78900.1_ranked_0","A","B"
412,14,"AT1G78900.1_ranked_1","A","B"
413,12,"AT1G78900.1_ranked_1","A","B"
414,4,"AT1G78900.1_ranked_2","A","B"
415,6,"AT1G78900.1_ranked_2","A","B"
416,6,"AT1G80410.2_ranked_0","A","B"
417,6,"AT1G80410.2_ranked_0","A","B"
418,1,"AT1G80410.2_ranked_0","A","B"
419,3,"AT1G80410.2_ranked_0","A","B"
420,9,"AT1G80410.2_ranked_0","A","B"
421,3,"AT1G80410.2_ranked_0","A","B"
422,3,"AT1G80410.2_ranked_0","A","B"
423,13,"AT1G80410.2_ranked_0","A","B"
424,4,"AT1G80410.2_ranked_0","A","B"
425,6,"AT1G80410.2_ranked_1","A","B"
426,6,"AT1G80410.2_ranked_1","A","B"
427,6,"AT1G80410.2_ranked_1","A","B"
428,6,"AT1G80410.2_ranked_1","A","B"
429,1,"AT1G80410.2_ranked_1","A","B"
430,2,"AT1G80410.2_ranked_1","A","B"
431,17,"AT1G80410.2_ranked_1","A","B"
432,6,"AT1G80410.2_ranked_1","A","B"
433,14,"AT1G80410.2_ranked_1","A","B"
434,11,"AT1G80410.2_ranked_1","A","B"
435,6,"AT1G80410.2_ranked_1","A","B"
436,1,"AT1G80410.2_ranked_1","A","B"
437,6,"AT1G80410.2_ranked_1","A","B"
438,6,"AT1G80410.2_ranked_1","A","B"
439,6,"AT1G80410.2_ranked_1","A","B"
440,5,"AT1G80410.2_ranked_1","A","B"
441,6,"AT1G80410.2_ranked_1","A","B"
442,6,"AT1G80410.2_ranked_1","A","B"
443,3,"AT1G80410.2_ranked_1","A","B"
444,13,"AT1G80410.2_ranked_1","A","B"
445,6,"AT1G80410.2_ranked_2","A","B"
446,6,"AT1G80410.2_ranked_2","A","B"
447,6,"AT1G80410.2_ranked_2","A","B"
448,14,"AT1G80410.2_ranked_2","A","B"
449,13,"AT1G80410.2_ranked_2","A","B"
450,9,"AT1G80410.2_ranked_2","A","B"
451,5,"AT1G80410.2_ranked_2","A","B"
452,6,"AT1G80410.2_ranked_2","A","B"
453,14,"AT1G80410.2_ranked_2","A","B"
454,11,"AT1G80410.2_ranked_2","A","B"
455,6,"AT2G04030.1_ranked_0","A","B"
456,11,"AT2G04030.1_ranked_0","A","B"
457,1,"AT2G04030.1_ranked_0","A","B"
458,1,"AT2G04030.1_ranked_0","A","B"
459,14,"AT2G04030.1_ranked_0","A","B"
460,9,"AT2G04030.1_ranked_0","A","B"
461,17,"AT2G04030.1_ranked_0","A","B"
462,3,"AT2G04030.1_ranked_0","A","B"
463,6,"AT2G04030.1_ranked_0","A","B"
464,3,"AT2G04030.1_ranked_0","A","B"
465,6,"AT2G04030.1_ranked_0","A","B"
466,3,"AT2G04030.1_ranked_0","A","B"
467,6,"AT2G04030.1_ranked_0","A","B"
468,10,"AT2G04030.1_ranked_1","A","B"
469,1,"AT2G04030.1_ranked_1","A","B"
470,3,"AT2G04030.1_ranked_1","A","B"
471,3,"AT2G04030.1_ranked_1","A","B"
472,5,"AT2G04030.1_ranked_1","A","B"
473,17,"AT2G04030.1_ranked_1","A","B"
474,14,"AT2G04030.1_ranked_1","A","B"
475,6,"AT2G04030.1_ranked_1","A","B"
476,9,"AT2G04030.1_ranked_1","A","B"
477,13,"AT2G04030.1_ranked_1","A","B"
478,3,"AT2G04030.1_ranked_1","A","B"
479,3,"AT2G04030.1_ranked_1","A","B"
480,3,"AT2G04030.1_ranked_2","A","B"
481,8,"AT2G04030.1_ranked_2","A","B"
482,6,"AT2G04030.1_ranked_2","A","B"
483,1,"AT2G04030.1_ranked_2","A","B"
484,10,"AT2G04030.1_ranked_2","A","B"
485,1,"AT2G04030.1_ranked_2","A","B"
486,9,"AT2G04030.1_ranked_2","A","B"
487,10,"AT2G04030.1_ranked_2","A","B"
488,17,"AT2G04030.1_ranked_2","A","B"
489,3,"AT2G04030.1_ranked_2","A","B"
490,13,"AT2G04030.1_ranked_2","A","B"
491,10,"AT2G04030.1_ranked_2","A","B"
492,3,"AT2G04030.1_ranked_2","A","B"
493,6,"AT2G04030.1_ranked_2","A","B"
494,3,"AT2G04030.1_ranked_2","A","B"
495,16,"AT2G05920.1_ranked_0","A","B"
496,6,"AT2G05920.1_ranked_0","A","B"
497,6,"AT2G05920.1_ranked_0","A","B"
498,6,"AT2G05920.1_ranked_0","A","B"
499,1,"AT2G05920.1_ranked_0","A","B"
500,2,"AT2G05920.1_ranked_0","A","B"
501,3,"AT2G05920.1_ranked_0","A","B"
502,6,"AT2G05920.1_ranked_0","A","B"
503,5,"AT2G05920.1_ranked_0","A","B"
504,3,"AT2G05920.1_ranked_0","A","B"
505,3,"AT2G05920.1_ranked_0","A","B"
506,1,"AT2G05920.1_ranked_0","A","B"
507,2,"AT2G05920.1_ranked_0","A","B"
508,3,"AT2G05920.1_ranked_0","A","B"
509,15,"AT2G05920.1_ranked_1","A","B"
510,6,"AT2G05920.1_ranked_1","A","B"
511,3,"AT2G05920.1_ranked_1","A","B"
512,6,"AT2G05920.1_ranked_1","A","B"
513,6,"AT2G05920.1_ranked_1","A","B"
514,3,"AT2G05920.1_ranked_1","A","B"
515,6,"AT2G05920.1_ranked_1","A","B"
516,6,"AT2G05920.1_ranked_1","A","B"
517,12,"AT2G05920.1_ranked_1","A","B"
518,6,"AT2G05920.1_ranked_1","A","B"
519,3,"AT2G05920.1_ranked_1","A","B"
520,12,"AT2G05920.1_ranked_1","A","B"
521,6,"AT2G05920.1_ranked_2","A","B"
522,7,"AT2G05920.1_ranked_2","A","B"
523,6,"AT2G05920.1_ranked_2","A","B"
524,6,"AT2G05920.1_ranked_2","A","B"
525,6,"AT2G05920.1_ranked_2","A","B"
526,3,"AT2G05920.1_ranked_2","A","B"
527,14,"AT2G05920.1_ranked_2","A","B"
528,17,"AT2G05920.1_ranked_2","A","B"
529,15,"AT2G21390.1_ranked_0","A","B"
530,6,"AT2G21390.1_ranked_0","A","B"
531,6,"AT2G21390.1_ranked_0","A","B"
532,11,"AT2G21390.1_ranked_1","A","B"
533,6,"AT2G21390.1_ranked_1","A","B"
534,2,"AT2G21390.1_ranked_2","A","B"
535,15,"AT2G21390.1_ranked_2","A","B"
536,6,"AT2G21390.1_ranked_2","A","B"
537,6,"AT2G21390.1_ranked_2","A","B"
538,2,"AT2G21390.1_ranked_2","A","B"
539,14,"AT2G27730.1_ranked_0","A","B"
540,1,"AT2G27730.1_ranked_0","A","B"
541,6,"AT2G27730.1_ranked_0","A","B"
542,2,"AT2G27730.1_ranked_0","A","B"
543,15,"AT2G27730.1_ranked_0","A","B"
544,9,"AT2G27730.1_ranked_0","A","B"
545,6,"AT2G27730.1_ranked_0","A","B"
546,8,"AT2G27730.1_ranked_0","A","B"
547,3,"AT2G27730.1_ranked_0","A","B"
548,2,"AT2G27730.1_ranked_0","A","B"
549,3,"AT2G27730.1_ranked_0","A","B"
550,11,"AT2G27730.1_ranked_0","A","B"
551,6,"AT2G27730.1_ranked_1","A","B"
552,3,"AT2G27730.1_ranked_1","A","B"
553,3,"AT2G27730.1_ranked_1","A","B"
554,9,"AT2G27730.1_ranked_1","A","B"
555,2,"AT2G27730.1_ranked_1","A","B"
556,6,"AT2G27730.1_ranked_1","A","B"
557,9,"AT2G27730.1_ranked_1","A","B"
